product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_volume_cm3,product_density_g_cm3,product_category_name_english,product_department
1e9e8ef04dbcff4541ed26657ea517e5,perfumaria,40,287,1,225,2240,0.100446384,perfumery,Health_Beauty_Baby
3aa071139cb16b67ca9e5dea641aaa2f,artes,44,276,1,1000,10800,0.092592584,art,Sports_Hobbies_Leisure
96bd76ec8810374ed1b65e291975717f,esporte_lazer,46,250,1,154,2430,0.06337446,sports_leisure,Sports_Hobbies_Leisure
cef67bcfe19066a932b7673e239eb23d,bebes,27,261,1,371,2704,0.137204091,baby,Health_Beauty_Baby
9dc1a7de274444849c219cff195d0b71,utilidades_domesticas,37,402,4,625,4420,0.141402683,housewares,Home_Living
41d3672d4792049fa1779bb35283ed13,instrumentos_musicais,60,745,1,200,2090,0.095693734,musical_instruments,Sports_Hobbies_Leisure
732bd381ad09e530fe0a5f457d81becb,cool_stuff,56,1272,4,18350,73920,0.248241339,cool_stuff,Sports_Hobbies_Leisure
2548af3e6e77a690cf3eb6368e9ab61e,moveis_decoracao,56,184,2,900,12800,0.070312495,furniture_decor,Home_Living
37cc742be07708b53a98702e77a21a02,eletrodomesticos,57,163,1,400,5967,0.06703535,home_appliances,Home_Living
8c92109888e8cdf9d66dc7e463025574,brinquedos,36,1156,1,600,2040,0.294117503,toys,Sports_Hobbies_Leisure
14aa47b7fe5c25522b47b4b29c98dcb9,cama_mesa_banho,54,630,1,1100,2560,0.429687332,bed_bath_table,Home_Living
03b63c5fc16691530586ae020c345514,bebes,49,728,4,7150,42750,0.167251458,baby,Health_Beauty_Baby
cf55509ea8edaaac1d28fdb16e48fc22,instrumentos_musicais,43,1827,3,250,2023,0.123578782,musical_instruments,Sports_Hobbies_Leisure
7bb6f29c2be57716194f96496660c7c2,moveis_decoracao,51,2083,2,600,9724,0.061702997,furniture_decor,Home_Living
eb31436580a610f202c859463d8c7415,construcao_ferramentas_seguranca,59,1602,4,200,2023,0.098863026,construction_tools_safety,Business_Construction
3bb7f144022e6732727d8d838a7b13b3,esporte_lazer,22,3021,1,800,352,2.272720816,sports_leisure,Sports_Hobbies_Leisure
6a2fb4dd53d2cdb88e0432f1284a004c,perfumaria,39,346,2,400,2700,0.148148093,perfumery,Health_Beauty_Baby
a1b71017a84f92fd8da4aeefba108a24,informatica_acessorios,59,636,1,900,12000,0.074999994,computers_accessories,Electronics_Tech
a0736b92e52f6cead290e30b578413b6,moveis_decoracao,56,296,2,1700,10500,0.161904746,furniture_decor,Home_Living
f53103a77d9cf245e579ea37e5ec51f0,cama_mesa_banho,52,206,1,500,2560,0.195312424,bed_bath_table,Home_Living
1c1890ba1779090cd54008a3c3302921,moveis_decoracao,27,158,4,2550,31320,0.081417622,furniture_decor,Home_Living
518ef5de2c2b3a255e326a4594ba15d9,cama_mesa_banho,27,329,2,800,4608,0.173611073,bed_bath_table,Home_Living
e3e020af31d4d89d2602272b315c3f6e,beleza_saude,58,1987,3,75,1911,0.039246447,health_beauty,Health_Beauty_Baby
8b41fbc2b984a12030090112324d1bc4,bebes,55,1627,1,500,3380,0.14792895,baby,Health_Beauty_Baby
d03bd02af9fff4b98f1c972315e5e9ef,moveis_decoracao,56,209,1,1800,12000,0.149999988,furniture_decor,Home_Living
8ba4f2a4ae695d26e5626c1bf710975e,utilidades_domesticas,52,968,1,900,12500,0.071999994,housewares,Home_Living
f6574524b07d5bb753bab6f35abe2d06,malas_acessorios,52,573,5,3600,43750,0.082285712,luggage_accessories,Fashion_Accessories
c78b767da00efb70c1bcccab87c28cd5,informatica_acessorios,35,1101,2,300,2520,0.119047572,computers_accessories,Electronics_Tech
a0253d43394dd4da9a5d7b1f546f1a32,informatica_acessorios,59,1890,2,740,3887,0.190378135,computers_accessories,Electronics_Tech
051b9ff13dd55c0a6655a15ff296f80d,esporte_lazer,50,529,2,3600,32798,0.109762787,sports_leisure,Sports_Hobbies_Leisure
47859fca9dd7485cbd93c3e8993bb74f,cama_mesa_banho,45,206,1,650,2560,0.253906151,bed_bath_table,Home_Living
e1d1d22e9f8122a4ec1533b032c12562,ferramentas_jardim,49,1163,9,2150,19040,0.112920162,garden_tools,Home_Living
20e37962088a4061d3578def47a8648b,moveis_decoracao,60,208,1,800,13600,0.058823525,furniture_decor,Home_Living
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,57,476,1,8950,45084,0.198518317,office_furniture,Business_Construction
ce5b91848b91118daffb3af53b747475,esporte_lazer,50,699,4,1388,9486,0.146320879,sports_leisure,Sports_Hobbies_Leisure
5370b82a213393979691c98074265584,bebes,52,708,9,7950,43560,0.182506883,baby,Health_Beauty_Baby
b8dac5113b06a97e64943234522572b9,automotivo,43,1062,2,6000,10962,0.547345325,auto,Other
750cf819d127191920eda79a4b6fb479,eletronicos,31,806,1,263,3456,0.076099515,electronics,Electronics_Tech
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,37,352,1,3900,5700,0.684210406,housewares,Home_Living
680874c570dad71c0a2844cfbf417054,moveis_decoracao,47,502,1,600,15625,0.038399998,furniture_decor,Home_Living
8b3a9476f74f5297f7ff0ec6d95fe1ea,moveis_decoracao,63,254,2,2050,26117,0.078492933,furniture_decor,Home_Living
1c6fb703c624b381a20f21f757694866,brinquedos,33,471,2,725,5610,0.129233489,toys,Sports_Hobbies_Leisure
db46052aed7dff59ba38cf2fe29b87f9,cama_mesa_banho,56,509,4,6350,23625,0.268783057,bed_bath_table,Home_Living
b864b103180d5a6a3f830e67f93e8735,bebes,47,980,4,600,8470,0.070838244,baby,Health_Beauty_Baby
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,38,1701,2,11750,56880,0.206575243,cool_stuff,Sports_Hobbies_Leisure
83b9bc6aae6f527ff6aafb9e01d6cbf3,brinquedos,20,866,3,2550,26752,0.095319973,toys,Sports_Hobbies_Leisure
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38,1176,3,15350,88360,0.173721139,cool_stuff,Sports_Hobbies_Leisure
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42,303,2,1300,10000,0.129999987,furniture_decor,Home_Living
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,60,1972,2,850,8349,0.101808588,furniture_decor,Home_Living
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,60,330,1,1300,9044,0.143741691,health_beauty,Health_Beauty_Baby
5eaa343860dc445b3fd43d1b682809fd,esporte_lazer,53,3218,5,4800,27000,0.177777771,sports_leisure,Sports_Hobbies_Leisure
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,55,410,2,1300,13824,0.094039345,cool_stuff,Sports_Hobbies_Leisure
334479e94cba98064050db1c9636e244,automotivo,57,311,1,220,4284,0.051353863,auto,Other
3fcd8dfe610c62edfb51de2630cd9ef4,bebes,50,509,4,5700,34153,0.166896022,baby,Health_Beauty_Baby
4c8056caed5757810b9a68b83c3759e6,malas_acessorios,53,1291,2,450,24000,0.018749999,luggage_accessories,Fashion_Accessories
30e77af9e7759bbaa0305d2fbc605dc4,fashion_calcados,60,402,2,2000,14208,0.140765756,fashion_shoes,Fashion_Accessories
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,51,427,2,100,627,0.159489379,telephony,Electronics_Tech
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,58,1252,1,1100,13800,0.079710139,cool_stuff,Sports_Hobbies_Leisure
1065dbb6b0bf03daaedab1236979e296,papelaria,49,488,3,1400,59280,0.023616734,stationery,Business_Construction
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,50,423,4,250,3360,0.07440474,toys,Sports_Hobbies_Leisure
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47,956,1,1050,7000,0.149999979,sports_leisure,Sports_Hobbies_Leisure
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59,144,1,500,2688,0.186011836,stationery,Business_Construction
36555a2f528d7b2a255c504191445d39,beleza_saude,51,1069,1,1467,7360,0.199320625,health_beauty,Health_Beauty_Baby
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,50,554,3,100,880,0.113636235,fashion_bags_accessories,Fashion_Accessories
dc21247da0290904ffbbcd5953c76f95,papelaria,41,92,1,100,1280,0.078124939,stationery,Business_Construction
9020ce7adcc384b2899ae87ddc54767b,papelaria,43,198,2,300,2415,0.124223551,stationery,Business_Construction
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,50,255,2,950,13500,0.070370365,sports_leisure,Sports_Hobbies_Leisure
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,33,200,1,250,561,0.445632004,garden_tools,Home_Living
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,55,1067,1,12000,71550,0.167714882,computers,Electronics_Tech
94080f9219044d897195e2be145945dc,automotivo,60,1543,6,921,2448,0.376225337,auto,Other
d0389f20b3d11de54e1e4561df147683,casa_construcao,55,1441,1,10000,37500,0.26666666,home_construction,Home_Living
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56,489,2,250,1936,0.129132165,watches_gifts,Fashion_Accessories
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57,992,3,1200,17600,0.068181814,cool_stuff,Sports_Hobbies_Leisure
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,54,339,1,4800,5000,0.959999808,construction_tools_construction,Business_Construction
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54,463,1,700,16000,0.043749997,pet_shop,Other
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40,1469,3,1050,10206,0.102880648,health_beauty,Health_Beauty_Baby
278b3c6462e86b4556b99989513ddf73,eletroportateis,58,587,3,350,8000,0.043749995,small_appliances,Home_Living
0d009643171aee696f4733340bc2fdd0,perfumaria,52,150,1,422,6048,0.069775121,perfumery,Health_Beauty_Baby
